# Final state angular momentum:   1
# Broadening parameter (in eV):    0.100
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
    9.13913914    0.03292640
    9.21921922    0.04105018
    9.29929930    0.05033343
    9.37937938    0.04162027
    9.45945946    0.03589505
    9.53953954    0.04695797
    9.61961962    0.05118895
    9.69969970    0.03817778
    9.77977978    0.03072548
    9.85985986    0.03175496
    9.93993994    0.04293712
   10.02002002    0.05287733
   10.10010010    0.05922391
   10.18018018    0.06264569
   10.26026026    0.05234932
   10.34034034    0.05345841
   10.42042042    0.07738707
   10.50050050    0.09967965
   10.58058058    0.10132275
   10.66066066    0.11280895
   10.74074074    0.10241342
   10.82082082    0.10736723
   10.90090090    0.11168127
   10.98098098    0.08602729
   11.06106106    0.09280070
   11.14114114    0.08960394
   11.22122122    0.07325379
   11.30130130    0.05834834
   11.38138138    0.06230993
   11.46146146    0.07852542
   11.54154154    0.08222536
   11.62162162    0.08348602
   11.70170170    0.06748279
   11.78178178    0.06369512
   11.86186186    0.07997627
   11.94194194    0.11331720
   12.02202202    0.12373764
   12.10210210    0.13300564
   12.18218218    0.15864152
   12.26226226    0.12968182
   12.34234234    0.10804946
   12.42242242    0.09685784
   12.50250250    0.08879682
   12.58258258    0.09565727
   12.66266266    0.08391498
   12.74274274    0.08993422
   12.82282282    0.09520798
   12.90290290    0.08745881
   12.98298298    0.07328679
   13.06306306    0.06446635
   13.14314314    0.05517730
   13.22322322    0.04659283
   13.30330330    0.03879181
   13.38338338    0.04199208
   13.46346346    0.04522327
   13.54354354    0.03572181
   13.62362362    0.02528487
   13.70370370    0.02154257
   13.78378378    0.02341198
   13.86386386    0.03072923
   13.94394394    0.03785320
   14.02402402    0.04135398
   14.10410410    0.05353270
   14.18418418    0.04961944
   14.26426426    0.03323054
   14.34434434    0.02865902
   14.42442442    0.03522733
   14.50450450    0.04764134
   14.58458458    0.04401959
   14.66466466    0.04627267
   14.74474474    0.06735086
   14.82482482    0.09640822
   14.90490490    0.11728563
   14.98498498    0.11184361
   15.06506507    0.11000871
   15.14514515    0.12492017
   15.22522523    0.16484794
   15.30530531    0.18082030
   15.38538539    0.13758733
   15.46546547    0.14225904
   15.54554555    0.15309073
   15.62562563    0.14514644
   15.70570571    0.12005628
   15.78578579    0.11140045
   15.86586587    0.10625442
   15.94594595    0.11263349
   16.02602603    0.09597287
   16.10610611    0.08592335
   16.18618619    0.09521750
   16.26626627    0.10552401
   16.34634635    0.10455117
   16.42642643    0.08960165
   16.50650651    0.08575994
   16.58658659    0.10928652
   16.66666667    0.12134108
   16.74674675    0.11122258
   16.82682683    0.09056301
   16.90690691    0.07977222
   16.98698699    0.07534390
   17.06706707    0.06798174
   17.14714715    0.05946957
   17.22722723    0.04039022
   17.30730731    0.02805187
   17.38738739    0.02574996
   17.46746747    0.03204236
   17.54754755    0.04496009
   17.62762763    0.04385280
   17.70770771    0.04014537
   17.78778779    0.04101090
   17.86786787    0.04201224
   17.94794795    0.04410099
   18.02802803    0.04726064
   18.10810811    0.04196198
   18.18818819    0.04352918
   18.26826827    0.04515976
   18.34834835    0.03819490
   18.42842843    0.03259303
   18.50850851    0.02650224
   18.58858859    0.02183773
   18.66866867    0.02417690
   18.74874875    0.03018615
   18.82882883    0.04016073
   18.90890891    0.04429768
   18.98898899    0.04149943
   19.06906907    0.04312159
   19.14914915    0.04387350
   19.22922923    0.03858452
   19.30930931    0.02957644
   19.38938939    0.02211100
   19.46946947    0.02210389
   19.54954955    0.03113442
   19.62962963    0.04579720
   19.70970971    0.05019509
   19.78978979    0.04187463
   19.86986987    0.03299062
   19.94994995    0.03336493
   20.03003003    0.03915834
   20.11011011    0.03485817
   20.19019019    0.04181945
   20.27027027    0.06146038
   20.35035035    0.06595769
   20.43043043    0.06668839
   20.51051051    0.05808876
   20.59059059    0.05277677
   20.67067067    0.06225243
   20.75075075    0.06916488
   20.83083083    0.07697576
   20.91091091    0.08485657
   20.99099099    0.07092256
   21.07107107    0.04850364
   21.15115115    0.02977932
   21.23123123    0.02116062
   21.31131131    0.01773730
   21.39139139    0.01817841
   21.47147147    0.02061861
   21.55155155    0.02213552
   21.63163163    0.02585116
   21.71171171    0.03586485
   21.79179179    0.04022280
   21.87187187    0.03839521
   21.95195195    0.03722540
   22.03203203    0.03803405
   22.11211211    0.04654842
   22.19219219    0.04414317
   22.27227227    0.04263953
   22.35235235    0.04102156
   22.43243243    0.04871987
   22.51251251    0.06398210
   22.59259259    0.06574621
   22.67267267    0.05484423
   22.75275275    0.04588604
   22.83283283    0.04079975
   22.91291291    0.03178125
   22.99299299    0.03324371
   23.07307307    0.04193215
   23.15315315    0.04467998
   23.23323323    0.04567397
   23.31331331    0.04480591
   23.39339339    0.03772541
   23.47347347    0.02382917
   23.55355355    0.01833726
   23.63363363    0.01980779
   23.71371371    0.02855928
   23.79379379    0.04154568
   23.87387387    0.04102626
   23.95395395    0.03698990
   24.03403403    0.03599726
   24.11411411    0.02402416
   24.19419419    0.01654949
   24.27427427    0.01499712
   24.35435435    0.01557542
   24.43443443    0.01662643
   24.51451451    0.02286683
   24.59459459    0.02986400
   24.67467467    0.03060605
   24.75475475    0.03677589
   24.83483483    0.03947963
   24.91491491    0.02904493
   24.99499499    0.02825757
   25.07507508    0.03050142
   25.15515516    0.02333472
   25.23523524    0.02079936
   25.31531532    0.01939764
   25.39539540    0.01789656
   25.47547548    0.01692603
   25.55555556    0.01612627
   25.63563564    0.02025699
   25.71571572    0.02032946
   25.79579580    0.02169119
   25.87587588    0.03114386
   25.95595596    0.03871372
   26.03603604    0.03274421
   26.11611612    0.02363775
   26.19619620    0.02541479
   26.27627628    0.03195112
   26.35635636    0.03392416
   26.43643644    0.03533572
   26.51651652    0.03743790
   26.59659660    0.03817002
   26.67667668    0.04724924
   26.75675676    0.05746858
   26.83683684    0.06528379
   26.91691692    0.06139805
   26.99699700    0.04830084
   27.07707708    0.04963352
   27.15715716    0.06260046
   27.23723724    0.06133788
   27.31731732    0.04753018
   27.39739740    0.03707951
   27.47747748    0.03700543
   27.55755756    0.03730369
   27.63763764    0.03701142
   27.71771772    0.03564251
   27.79779780    0.02993306
   27.87787788    0.02233839
   27.95795796    0.02430064
   28.03803804    0.02709832
   28.11811812    0.01947142
   28.19819820    0.01662461
   28.27827828    0.01864569
   28.35835836    0.02172378
   28.43843844    0.03211294
   28.51851852    0.05228383
   28.59859860    0.06051153
   28.67867868    0.05593553
   28.75875876    0.05672715
   28.83883884    0.06988980
   28.91891892    0.06403533
   28.99899900    0.04237180
   29.07907908    0.03717723
   29.15915916    0.04330023
   29.23923924    0.04001972
   29.31931932    0.04300014
   29.39939940    0.05148222
   29.47947948    0.04740026
   29.55955956    0.03672808
   29.63963964    0.02956249
   29.71971972    0.02646293
   29.79979980    0.02112989
   29.87987988    0.02130124
   29.95995996    0.01854690
   30.04004004    0.01512512
   30.12012012    0.01741659
   30.20020020    0.02435096
   30.28028028    0.03126290
   30.36036036    0.02495039
   30.44044044    0.01858456
   30.52052052    0.01543926
   30.60060060    0.01672209
   30.68068068    0.02340879
   30.76076076    0.03296591
   30.84084084    0.03977865
   30.92092092    0.04491253
   31.00100100    0.03810547
   31.08108108    0.03470555
   31.16116116    0.03617922
   31.24124124    0.03911103
   31.32132132    0.03720600
   31.40140140    0.03683652
   31.48148148    0.04447283
   31.56156156    0.04472959
   31.64164164    0.04636955
   31.72172172    0.05115934
   31.80180180    0.05063489
   31.88188188    0.04146253
   31.96196196    0.03734596
   32.04204204    0.03279552
   32.12212212    0.03377881
   32.20220220    0.03562508
   32.28228228    0.04079694
   32.36236236    0.04501198
   32.44244244    0.03255673
   32.52252252    0.02408173
   32.60260260    0.02383762
   32.68268268    0.02655958
   32.76276276    0.03110946
   32.84284284    0.04176815
   32.92292292    0.05497276
   33.00300300    0.06688530
   33.08308308    0.07074160
   33.16316316    0.08146361
   33.24324324    0.09159112
   33.32332332    0.08064180
   33.40340340    0.06222991
   33.48348348    0.06686562
   33.56356356    0.08393732
   33.64364364    0.08779086
   33.72372372    0.06651015
   33.80380380    0.05330145
   33.88388388    0.05451000
   33.96396396    0.05538080
   34.04404404    0.06081276
   34.12412412    0.06440392
   34.20420420    0.07121159
   34.28428428    0.09236829
   34.36436436    0.09405718
   34.44444444    0.08086379
   34.52452452    0.06336576
   34.60460460    0.05927320
   34.68468468    0.06623945
   34.76476476    0.08573289
   34.84484484    0.08758841
   34.92492492    0.07864443
   35.00500501    0.08112463
   35.08508509    0.09892006
   35.16516517    0.10506063
   35.24524525    0.08834115
   35.32532533    0.07907657
   35.40540541    0.08510768
   35.48548549    0.08736845
   35.56556557    0.07340815
   35.64564565    0.06139964
   35.72572573    0.05946811
   35.80580581    0.05767636
   35.88588589    0.05801549
   35.96596597    0.06036345
   36.04604605    0.05774065
   36.12612613    0.06338484
   36.20620621    0.06103739
   36.28628629    0.05161131
   36.36636637    0.04163955
   36.44644645    0.04214743
   36.52652653    0.03895883
   36.60660661    0.04160203
   36.68668669    0.03824368
   36.76676677    0.04425325
   36.84684685    0.05221457
   36.92692693    0.04403746
   37.00700701    0.04324950
   37.08708709    0.05752935
   37.16716717    0.07785893
   37.24724725    0.08046789
   37.32732733    0.05155250
   37.40740741    0.03416953
   37.48748749    0.03103467
   37.56756757    0.03663709
   37.64764765    0.04125572
   37.72772773    0.03324359
   37.80780781    0.03545155
   37.88788789    0.04430544
   37.96796797    0.04192391
   38.04804805    0.03538442
   38.12812813    0.03215044
   38.20820821    0.04061012
   38.28828829    0.04490822
   38.36836837    0.03613501
   38.44844845    0.02812396
   38.52852853    0.01823062
   38.60860861    0.01431103
   38.68868869    0.01463336
   38.76876877    0.01868116
   38.84884885    0.02881946
   38.92892893    0.03525186
   39.00900901    0.02770868
   39.08908909    0.02859231
   39.16916917    0.04083141
   39.24924925    0.04742457
   39.32932933    0.05527268
   39.40940941    0.05824973
   39.48948949    0.04298459
   39.56956957    0.03729426
   39.64964965    0.03869618
   39.72972973    0.04403269
   39.80980981    0.04363288
   39.88988989    0.04370531
   39.96996997    0.04556395
   40.05005005    0.04458948
   40.13013013    0.03498140
   40.21021021    0.02549327
   40.29029029    0.02022669
   40.37037037    0.01929847
   40.45045045    0.01933488
   40.53053053    0.01823641
   40.61061061    0.01733038
   40.69069069    0.02163090
   40.77077077    0.03097060
   40.85085085    0.03235251
   40.93093093    0.02801374
   41.01101101    0.02572913
   41.09109109    0.02585126
   41.17117117    0.01965151
   41.25125125    0.01600195
   41.33133133    0.01704987
   41.41141141    0.01860624
   41.49149149    0.01573805
   41.57157157    0.01216271
   41.65165165    0.01259557
   41.73173173    0.01465832
   41.81181181    0.01706926
   41.89189189    0.01383405
   41.97197197    0.01179274
   42.05205205    0.01319310
   42.13213213    0.01445706
   42.21221221    0.01731684
   42.29229229    0.01799045
   42.37237237    0.01984888
   42.45245245    0.02608127
   42.53253253    0.03489386
   42.61261261    0.03730381
   42.69269269    0.03968915
   42.77277277    0.03411465
   42.85285285    0.02722398
   42.93293293    0.02670087
   43.01301301    0.02398387
   43.09309309    0.01797016
   43.17317317    0.01354525
   43.25325325    0.01186840
   43.33333333    0.01292009
   43.41341341    0.01719985
   43.49349349    0.01860155
   43.57357357    0.01791097
   43.65365365    0.02083826
   43.73373373    0.02069585
   43.81381381    0.01641736
   43.89389389    0.01281387
   43.97397397    0.01331975
   44.05405405    0.01624351
   44.13413413    0.02190595
   44.21421421    0.02721838
   44.29429429    0.02642331
   44.37437437    0.02723820
   44.45445445    0.03161515
   44.53453453    0.03098090
   44.61461461    0.02864111
   44.69469469    0.02421278
   44.77477477    0.01973934
   44.85485485    0.01703104
   44.93493493    0.01718385
   45.01501502    0.01628300
   45.09509510    0.01820863
   45.17517518    0.02171866
   45.25525526    0.02196379
   45.33533534    0.02158614
   45.41541542    0.02322887
   45.49549550    0.02310258
   45.57557558    0.02182595
   45.65565566    0.01684780
   45.73573574    0.01617891
   45.81581582    0.01604159
   45.89589590    0.01572699
   45.97597598    0.01620755
   46.05605606    0.01828925
   46.13613614    0.01738306
   46.21621622    0.01557275
   46.29629630    0.01592768
   46.37637638    0.01479810
   46.45645646    0.01606633
   46.53653654    0.01413747
   46.61661662    0.01463516
   46.69669670    0.01414097
   46.77677678    0.01213204
   46.85685686    0.01389860
   46.93693694    0.01572077
   47.01701702    0.01711690
   47.09709710    0.02022185
   47.17717718    0.01865258
   47.25725726    0.01596913
   47.33733734    0.01383640
   47.41741742    0.01018778
   47.49749750    0.00818375
   47.57757758    0.00748922
   47.65765766    0.00767137
   47.73773774    0.00932266
   47.81781782    0.01428611
   47.89789790    0.01894837
   47.97797798    0.02218175
   48.05805806    0.02159212
   48.13813814    0.01974394
   48.21821822    0.02140130
   48.29829830    0.02107742
   48.37837838    0.01617977
   48.45845846    0.01253010
   48.53853854    0.00954038
   48.61861862    0.00899538
   48.69869870    0.01172822
   48.77877878    0.01410750
   48.85885886    0.01596929
   48.93893894    0.01992652
   49.01901902    0.01853216
   49.09909910    0.01497863
   49.17917918    0.01511024
   49.25925926    0.01655291
   49.33933934    0.01555956
   49.41941942    0.01597284
   49.49949950    0.02252037
   49.57957958    0.02794591
   49.65965966    0.02629909
   49.73973974    0.02991483
   49.81981982    0.03312690
   49.89989990    0.02725599
   49.97997998    0.01714555
   50.06006006    0.01431066
   50.14014014    0.01466240
   50.22022022    0.01570496
   50.30030030    0.01919858
   50.38038038    0.02272064
   50.46046046    0.02814817
   50.54054054    0.03518955
   50.62062062    0.02653270
   50.70070070    0.01824403
   50.78078078    0.01690435
   50.86086086    0.01954191
   50.94094094    0.02301339
   51.02102102    0.02704803
   51.10110110    0.02377254
   51.18118118    0.01602291
   51.26126126    0.01311134
   51.34134134    0.01560440
   51.42142142    0.01719577
   51.50150150    0.01664683
   51.58158158    0.01580685
   51.66166166    0.01636502
   51.74174174    0.01607480
   51.82182182    0.01350728
   51.90190190    0.01252661
   51.98198198    0.01529666
   52.06206206    0.01626338
   52.14214214    0.01417045
   52.22222222    0.01253722
   52.30230230    0.01149567
   52.38238238    0.01170760
   52.46246246    0.01343461
   52.54254254    0.01735343
   52.62262262    0.01697685
   52.70270270    0.01769049
   52.78278278    0.01503330
   52.86286286    0.01207017
   52.94294294    0.01207551
   53.02302302    0.00935634
   53.10310310    0.00702636
   53.18318318    0.00654134
   53.26326326    0.00739049
   53.34334334    0.00827517
   53.42342342    0.00821281
   53.50350350    0.01031737
   53.58358358    0.01340661
   53.66366366    0.01743403
   53.74374374    0.01720465
   53.82382382    0.01526484
   53.90390390    0.01721639
   53.98398398    0.02399851
   54.06406406    0.02767435
   54.14414414    0.02091035
   54.22422422    0.01498985
   54.30430430    0.01324003
   54.38438438    0.01333583
   54.46446446    0.01642059
   54.54454454    0.02326978
   54.62462462    0.02814749
   54.70470470    0.02878560
   54.78478478    0.02465926
   54.86486486    0.02104737
   54.94494494    0.01776753
   55.02502503    0.01749343
   55.10510511    0.02308823
   55.18518519    0.02852418
   55.26526527    0.02801700
   55.34534535    0.02271218
   55.42542543    0.02229907
   55.50550551    0.02410158
   55.58558559    0.02138862
   55.66566567    0.01751976
   55.74574575    0.01844378
   55.82582583    0.02337710
   55.90590591    0.02652413
   55.98598599    0.02773113
   56.06606607    0.02791246
   56.14614615    0.02821226
   56.22622623    0.02538676
   56.30630631    0.02444158
   56.38638639    0.02711846
   56.46646647    0.02718501
   56.54654655    0.03078856
   56.62662663    0.03384080
   56.70670671    0.03030272
   56.78678679    0.02604677
   56.86686687    0.02264571
   56.94694695    0.02112821
   57.02702703    0.01832209
   57.10710711    0.01305030
   57.18718719    0.01094052
   57.26726727    0.01103973
   57.34734735    0.01123806
   57.42742743    0.01012141
   57.50750751    0.00975341
   57.58758759    0.01129266
   57.66766767    0.01177740
   57.74774775    0.01411835
   57.82782783    0.01640081
   57.90790791    0.01767215
   57.98798799    0.02512745
   58.06806807    0.02218917
   58.14814815    0.01408507
   58.22822823    0.01245926
   58.30830831    0.01409950
   58.38838839    0.01290418
   58.46846847    0.01133556
   58.54854855    0.01217915
   58.62862863    0.01707897
   58.70870871    0.02057308
   58.78878879    0.01847192
   58.86886887    0.01444577
   58.94894895    0.01504136
   59.02902903    0.01610302
   59.10910911    0.01611268
   59.18918919    0.01742358
   59.26926927    0.01547153
   59.34934935    0.01547375
   59.42942943    0.01608363
   59.50950951    0.01396397
   59.58958959    0.01304066
   59.66966967    0.01471783
   59.74974975    0.01437039
   59.82982983    0.01494254
   59.90990991    0.01720324
   59.98998999    0.01839441
   60.07007007    0.01608956
   60.15015015    0.01455139
   60.23023023    0.01186694
   60.31031031    0.00947414
   60.39039039    0.00991868
   60.47047047    0.01104229
   60.55055055    0.01337613
   60.63063063    0.01592955
   60.71071071    0.01644034
   60.79079079    0.01203681
   60.87087087    0.00820768
   60.95095095    0.00765966
   61.03103103    0.00860117
   61.11111111    0.00814796
   61.19119119    0.00669673
   61.27127127    0.00619091
   61.35135135    0.00731404
   61.43143143    0.00767890
   61.51151151    0.00812282
   61.59159159    0.00883814
   61.67167167    0.00968490
   61.75175175    0.01122521
   61.83183183    0.01152350
   61.91191191    0.01091193
   61.99199199    0.01061356
   62.07207207    0.01187333
   62.15215215    0.01315538
   62.23223223    0.01477928
   62.31231231    0.01450121
   62.39239239    0.01499885
   62.47247247    0.01333135
   62.55255255    0.01054812
   62.63263263    0.00936310
   62.71271271    0.00955322
   62.79279279    0.01191533
   62.87287287    0.01365325
   62.95295295    0.01342405
   63.03303303    0.01270037
   63.11311311    0.01111360
   63.19319319    0.01012301
   63.27327327    0.01034678
   63.35335335    0.01036683
   63.43343343    0.00977646
   63.51351351    0.00921388
   63.59359359    0.00783820
   63.67367367    0.00635009
   63.75375375    0.00600087
   63.83383383    0.00682924
   63.91391391    0.00864657
   63.99399399    0.01073696
   64.07407407    0.01357783
   64.15415415    0.01704435
   64.23423423    0.01587991
   64.31431431    0.01232945
   64.39439439    0.01031781
   64.47447447    0.00879789
   64.55455455    0.00750895
   64.63463463    0.00858198
   64.71471471    0.01012457
   64.79479479    0.00903140
   64.87487487    0.00792442
   64.95495495    0.00616693
   65.03503504    0.00515316
   65.11511512    0.00570668
   65.19519520    0.00704378
   65.27527528    0.00772290
   65.35535536    0.00862552
   65.43543544    0.00869705
   65.51551552    0.00867492
   65.59559560    0.00796206
   65.67567568    0.00634065
   65.75575576    0.00611815
   65.83583584    0.00751989
   65.91591592    0.00919339
   65.99599600    0.01069353
   66.07607608    0.01066079
   66.15615616    0.01026716
   66.23623624    0.01059215
   66.31631632    0.00932239
   66.39639640    0.00796215
   66.47647648    0.00581290
   66.55655656    0.00402713
   66.63663664    0.00333056
   66.71671672    0.00329672
   66.79679680    0.00353921
   66.87687688    0.00330274
   66.95695696    0.00291460
   67.03703704    0.00265637
   67.11711712    0.00272389
   67.19719720    0.00304706
   67.27727728    0.00326837
   67.35735736    0.00356667
   67.43743744    0.00367719
   67.51751752    0.00386477
   67.59759760    0.00432315
   67.67767768    0.00399003
   67.75775776    0.00309481
   67.83783784    0.00253596
   67.91791792    0.00229520
   67.99799800    0.00238647
   68.07807808    0.00243815
   68.15815816    0.00248178
   68.23823824    0.00300094
   68.31831832    0.00313263
   68.39839840    0.00273737
   68.47847848    0.00238129
   68.55855856    0.00239976
   68.63863864    0.00282385
   68.71871872    0.00348925
   68.79879880    0.00424156
   68.87887888    0.00494601
   68.95895896    0.00534288
   69.03903904    0.00534573
   69.11911912    0.00554593
   69.19919920    0.00547774
   69.27927928    0.00555813
   69.35935936    0.00600232
   69.43943944    0.00672398
   69.51951952    0.00585019
   69.59959960    0.00468172
   69.67967968    0.00438023
   69.75975976    0.00477438
   69.83983984    0.00468665
   69.91991992    0.00438321
   70.00000000    0.00403291
