# Final state angular momentum:   1
# Broadening parameter (in eV):    0.100
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   23.71371371    0.05080115
   23.79379379    0.04524069
   23.87387387    0.04068335
   23.95395395    0.03413305
   24.03403403    0.03007685
   24.11411411    0.03093921
   24.19419419    0.04100798
   24.27427427    0.04963172
   24.35435435    0.04129300
   24.43443443    0.03089716
   24.51451451    0.03005168
   24.59459459    0.03559355
   24.67467467    0.04828767
   24.75475475    0.07986193
   24.83483483    0.12492523
   24.91491491    0.12720808
   24.99499499    0.10949041
   25.07507508    0.11295185
   25.15515516    0.11253823
   25.23523524    0.11145660
   25.31531532    0.16029197
   25.39539540    0.23417858
   25.47547548    0.22619885
   25.55555556    0.19887798
   25.63563564    0.18605848
   25.71571572    0.21841349
   25.79579580    0.25947992
   25.87587588    0.28897142
   25.95595596    0.28708087
   26.03603604    0.25136814
   26.11611612    0.19385180
   26.19619620    0.16317406
   26.27627628    0.13453704
   26.35635636    0.10744047
   26.43643644    0.11329339
   26.51651652    0.15660396
   26.59659660    0.18918597
   26.67667668    0.19761405
   26.75675676    0.25029245
   26.83683684    0.27465767
   26.91691692    0.19989553
   26.99699700    0.15106796
   27.07707708    0.14432683
   27.15715716    0.13267618
   27.23723724    0.11761842
   27.31731732    0.10507570
   27.39739740    0.08142633
   27.47747748    0.05515535
   27.55755756    0.04714135
   27.63763764    0.05342056
   27.71771772    0.05331735
   27.79779780    0.04186576
   27.87787788    0.04024312
   27.95795796    0.04073868
   28.03803804    0.03704759
   28.11811812    0.03981861
   28.19819820    0.05119359
   28.27827828    0.05700766
   28.35835836    0.05502138
   28.43843844    0.05820892
   28.51851852    0.06111533
   28.59859860    0.06665717
   28.67867868    0.06860311
   28.75875876    0.07235885
   28.83883884    0.06557271
   28.91891892    0.05280430
   28.99899900    0.04690149
   29.07907908    0.05590216
   29.15915916    0.07163224
   29.23923924    0.07376358
   29.31931932    0.06407398
   29.39939940    0.05058011
   29.47947948    0.05095102
   29.55955956    0.05719479
   29.63963964    0.04885606
   29.71971972    0.04172110
   29.79979980    0.03227941
   29.87987988    0.02784565
   29.95995996    0.02634127
   30.04004004    0.02865782
   30.12012012    0.02768846
   30.20020020    0.02177654
   30.28028028    0.01964102
   30.36036036    0.01959094
   30.44044044    0.01990326
   30.52052052    0.02074074
   30.60060060    0.02300639
   30.68068068    0.01834582
   30.76076076    0.01271943
   30.84084084    0.01035228
   30.92092092    0.00978776
   31.00100100    0.01071498
   31.08108108    0.01032930
   31.16116116    0.00770598
   31.24124124    0.00678978
   31.32132132    0.00730785
   31.40140140    0.01001347
   31.48148148    0.01483249
   31.56156156    0.01583226
   31.64164164    0.01343743
   31.72172172    0.01302739
   31.80180180    0.01224874
   31.88188188    0.01111035
   31.96196196    0.00857732
   32.04204204    0.00744741
   32.12212212    0.00780852
   32.20220220    0.00821403
   32.28228228    0.00731579
   32.36236236    0.00654628
   32.44244244    0.00669817
   32.52252252    0.00758417
   32.60260260    0.00885953
   32.68268268    0.00976876
   32.76276276    0.01161693
   32.84284284    0.01247381
   32.92292292    0.01302315
   33.00300300    0.01712129
   33.08308308    0.02198052
   33.16316316    0.02192301
   33.24324324    0.02510498
   33.32332332    0.02526373
   33.40340340    0.01856816
   33.48348348    0.01436698
   33.56356356    0.01403809
   33.64364364    0.01357892
   33.72372372    0.01153653
   33.80380380    0.00884078
   33.88388388    0.00775540
   33.96396396    0.00762518
   34.04404404    0.00863485
   34.12412412    0.00987139
   34.20420420    0.01074339
   34.28428428    0.01084332
   34.36436436    0.00781266
   34.44444444    0.00546007
   34.52452452    0.00482802
   34.60460460    0.00544332
   34.68468468    0.00737621
   34.76476476    0.00967949
   34.84484484    0.01169352
   34.92492492    0.01371289
   35.00500501    0.01357560
   35.08508509    0.01252203
   35.16516517    0.01160399
   35.24524525    0.01233175
   35.32532533    0.01389743
   35.40540541    0.01307462
   35.48548549    0.01128003
   35.56556557    0.01023459
   35.64564565    0.01148051
   35.72572573    0.01101727
   35.80580581    0.01096629
   35.88588589    0.01367354
   35.96596597    0.01739258
   36.04604605    0.02106597
   36.12612613    0.01898051
   36.20620621    0.01461252
   36.28628629    0.01370891
   36.36636637    0.01604753
   36.44644645    0.01595186
   36.52652653    0.01357288
   36.60660661    0.01393899
   36.68668669    0.01425841
   36.76676677    0.01499690
   36.84684685    0.01696432
   36.92692693    0.02123037
   37.00700701    0.02440181
   37.08708709    0.02208348
   37.16716717    0.01605908
   37.24724725    0.01224648
   37.32732733    0.01088347
   37.40740741    0.01153238
   37.48748749    0.01183998
   37.56756757    0.01506318
   37.64764765    0.01938256
   37.72772773    0.01846155
   37.80780781    0.01731946
   37.88788789    0.01677914
   37.96796797    0.01342349
   38.04804805    0.01086924
   38.12812813    0.00986397
   38.20820821    0.01037169
   38.28828829    0.01030019
   38.36836837    0.01050592
   38.44844845    0.00985936
   38.52852853    0.01108342
   38.60860861    0.01076725
   38.68868869    0.01235425
   38.76876877    0.01416171
   38.84884885    0.01363312
   38.92892893    0.01630634
   39.00900901    0.02061235
   39.08908909    0.01976381
   39.16916917    0.01914770
   39.24924925    0.02075419
   39.32932933    0.01682900
   39.40940941    0.01433400
   39.48948949    0.01382299
   39.56956957    0.01387537
   39.64964965    0.01440550
   39.72972973    0.01782067
   39.80980981    0.02154342
   39.88988989    0.01904028
   39.96996997    0.01521534
   40.05005005    0.01385862
   40.13013013    0.01390939
   40.21021021    0.01347543
   40.29029029    0.01150406
   40.37037037    0.00987021
   40.45045045    0.00909484
   40.53053053    0.00910788
   40.61061061    0.01043077
   40.69069069    0.01117043
   40.77077077    0.01131480
   40.85085085    0.01182955
   40.93093093    0.01143570
   41.01101101    0.01163167
   41.09109109    0.01282504
   41.17117117    0.01318821
   41.25125125    0.01551969
   41.33133133    0.01937618
   41.41141141    0.01809438
   41.49149149    0.01966859
   41.57157157    0.02070825
   41.65165165    0.02119622
   41.73173173    0.02153475
   41.81181181    0.01996215
   41.89189189    0.02014253
   41.97197197    0.02280874
   42.05205205    0.02643723
   42.13213213    0.02877975
   42.21221221    0.02853766
   42.29229229    0.02853853
   42.37237237    0.03088130
   42.45245245    0.03437109
   42.53253253    0.02930625
   42.61261261    0.02534824
   42.69269269    0.02591223
   42.77277277    0.02480568
   42.85285285    0.02276908
   42.93293293    0.02451088
   43.01301301    0.02947932
   43.09309309    0.03490833
   43.17317317    0.03674525
   43.25325325    0.03814044
   43.33333333    0.03493259
   43.41341341    0.02948632
   43.49349349    0.02991808
   43.57357357    0.03104170
   43.65365365    0.02990573
   43.73373373    0.02447723
   43.81381381    0.01931578
   43.89389389    0.01777190
   43.97397397    0.01745861
   44.05405405    0.01910522
   44.13413413    0.02097054
   44.21421421    0.02189526
   44.29429429    0.02438056
   44.37437437    0.02695199
   44.45445445    0.02931144
   44.53453453    0.03248611
   44.61461461    0.03474653
   44.69469469    0.03615453
   44.77477477    0.03937775
   44.85485485    0.04233509
   44.93493493    0.03572081
   45.01501502    0.02819830
   45.09509510    0.02415111
   45.17517518    0.02383444
   45.25525526    0.02599215
   45.33533534    0.02652951
   45.41541542    0.02417441
   45.49549550    0.02186265
   45.57557558    0.02196588
   45.65565566    0.02363181
   45.73573574    0.02540777
   45.81581582    0.02440403
   45.89589590    0.02438016
   45.97597598    0.02506105
   46.05605606    0.02119140
   46.13613614    0.01926956
   46.21621622    0.01785860
   46.29629630    0.01673884
   46.37637638    0.01705364
   46.45645646    0.01831652
   46.53653654    0.02138796
   46.61661662    0.02542544
   46.69669670    0.02489359
   46.77677678    0.02210938
   46.85685686    0.02020238
   46.93693694    0.02108738
   47.01701702    0.02272939
   47.09709710    0.02259746
   47.17717718    0.02036781
   47.25725726    0.01882391
   47.33733734    0.01527840
   47.41741742    0.01212995
   47.49749750    0.01157468
   47.57757758    0.01236279
   47.65765766    0.01255536
   47.73773774    0.01456704
   47.81781782    0.01734878
   47.89789790    0.01614981
   47.97797798    0.01297329
   48.05805806    0.01209897
   48.13813814    0.01251596
   48.21821822    0.01429131
   48.29829830    0.01704066
   48.37837838    0.01693937
   48.45845846    0.01598436
   48.53853854    0.01812013
   48.61861862    0.02325230
   48.69869870    0.02394859
   48.77877878    0.01763227
   48.85885886    0.01356367
   48.93893894    0.01141849
   49.01901902    0.01093160
   49.09909910    0.01145485
   49.17917918    0.01302750
   49.25925926    0.01574538
   49.33933934    0.01952996
   49.41941942    0.02078831
   49.49949950    0.01695566
   49.57957958    0.01298794
   49.65965966    0.01080430
   49.73973974    0.01051102
   49.81981982    0.00981357
   49.89989990    0.00980100
   49.97997998    0.01195942
   50.06006006    0.01441682
   50.14014014    0.01408398
   50.22022022    0.01356552
   50.30030030    0.01309463
   50.38038038    0.01249420
   50.46046046    0.01114003
   50.54054054    0.01012506
   50.62062062    0.00991134
   50.70070070    0.01032468
   50.78078078    0.01155967
   50.86086086    0.01153651
   50.94094094    0.01125050
   51.02102102    0.01111209
   51.10110110    0.01248352
   51.18118118    0.01396180
   51.26126126    0.01518264
   51.34134134    0.01438313
   51.42142142    0.01262455
   51.50150150    0.01283855
   51.58158158    0.01468842
   51.66166166    0.01591396
   51.74174174    0.01375418
   51.82182182    0.01152080
   51.90190190    0.01087287
   51.98198198    0.01161434
   52.06206206    0.01185496
   52.14214214    0.01135235
   52.22222222    0.01098966
   52.30230230    0.00981501
   52.38238238    0.00999331
   52.46246246    0.01159229
   52.54254254    0.01475983
   52.62262262    0.01864316
   52.70270270    0.02153953
   52.78278278    0.01850826
   52.86286286    0.01348095
   52.94294294    0.00976152
   53.02302302    0.00820759
   53.10310310    0.00843457
   53.18318318    0.00883287
   53.26326326    0.00933403
   53.34334334    0.00922752
   53.42342342    0.00895493
   53.50350350    0.00849503
   53.58358358    0.00914442
   53.66366366    0.00963521
   53.74374374    0.00983424
   53.82382382    0.00980513
   53.90390390    0.00901260
   53.98398398    0.00894294
   54.06406406    0.00893413
   54.14414414    0.00789240
   54.22422422    0.00716032
   54.30430430    0.00652191
   54.38438438    0.00695103
   54.46446446    0.00802915
   54.54454454    0.00893880
   54.62462462    0.00962080
   54.70470470    0.00881195
   54.78478478    0.00726423
   54.86486486    0.00647558
   54.94494494    0.00710177
   55.02502503    0.00752968
   55.10510511    0.00683041
   55.18518519    0.00622900
   55.26526527    0.00642178
   55.34534535    0.00700035
   55.42542543    0.00762620
   55.50550551    0.00817855
   55.58558559    0.00888487
   55.66566567    0.00868903
   55.74574575    0.00802225
   55.82582583    0.00707836
   55.90590591    0.00652362
   55.98598599    0.00701884
   56.06606607    0.00834628
   56.14614615    0.01020654
   56.22622623    0.01166642
   56.30630631    0.01333449
   56.38638639    0.01221137
   56.46646647    0.01044324
   56.54654655    0.00927918
   56.62662663    0.00830538
   56.70670671    0.00796436
   56.78678679    0.00844346
   56.86686687    0.00959970
   56.94694695    0.00975832
   57.02702703    0.00837008
   57.10710711    0.00770621
   57.18718719    0.00819230
   57.26726727    0.00948034
   57.34734735    0.01166521
   57.42742743    0.01205359
   57.50750751    0.00940813
   57.58758759    0.00740915
   57.66766767    0.00695918
   57.74774775    0.00752902
   57.82782783    0.00807117
   57.90790791    0.00836694
   57.98798799    0.00884329
   58.06806807    0.00945303
   58.14814815    0.00954547
   58.22822823    0.00956299
   58.30830831    0.00987904
   58.38838839    0.01058389
   58.46846847    0.01093845
   58.54854855    0.01000574
   58.62862863    0.00919808
   58.70870871    0.00869101
   58.78878879    0.00843456
   58.86886887    0.00879390
   58.94894895    0.00930298
   59.02902903    0.01034049
   59.10910911    0.01145139
   59.18918919    0.01141085
   59.26926927    0.01163554
   59.34934935    0.01142975
   59.42942943    0.01101450
   59.50950951    0.01106680
   59.58958959    0.01169785
   59.66966967    0.01157416
   59.74974975    0.00987168
   59.82982983    0.00904891
   59.90990991    0.00921970
   59.98998999    0.00919217
   60.07007007    0.00853680
   60.15015015    0.00886987
   60.23023023    0.00966497
   60.31031031    0.00979170
   60.39039039    0.00856489
   60.47047047    0.00718980
   60.55055055    0.00670045
   60.63063063    0.00671956
   60.71071071    0.00747368
   60.79079079    0.00723479
   60.87087087    0.00658239
   60.95095095    0.00726150
   61.03103103    0.00909255
   61.11111111    0.01063170
   61.19119119    0.00985393
   61.27127127    0.00845367
   61.35135135    0.00785481
   61.43143143    0.00663967
   61.51151151    0.00510336
   61.59159159    0.00440429
   61.67167167    0.00450854
   61.75175175    0.00458378
   61.83183183    0.00444622
   61.91191191    0.00513397
   61.99199199    0.00600979
   62.07207207    0.00657379
   62.15215215    0.00679480
   62.23223223    0.00662171
   62.31231231    0.00587008
   62.39239239    0.00590053
   62.47247247    0.00694368
   62.55255255    0.00789859
   62.63263263    0.00855325
   62.71271271    0.00875939
   62.79279279    0.00854591
   62.87287287    0.00878999
   62.95295295    0.00929492
   63.03303303    0.00995500
   63.11311311    0.01034429
   63.19319319    0.01087559
   63.27327327    0.01054633
   63.35335335    0.01045053
   63.43343343    0.01070708
   63.51351351    0.01110861
   63.59359359    0.01089980
   63.67367367    0.01126216
   63.75375375    0.01311914
   63.83383383    0.01456405
   63.91391391    0.01339190
   63.99399399    0.01085183
   64.07407407    0.00999633
   64.15415415    0.01031438
   64.23423423    0.00954357
   64.31431431    0.00890060
   64.39439439    0.00935069
   64.47447447    0.00879928
   64.55455455    0.00800160
   64.63463463    0.00754503
   64.71471471    0.00608391
   64.79479479    0.00495002
   64.87487487    0.00514749
   64.95495495    0.00669925
   65.03503504    0.00811594
   65.11511512    0.00766725
   65.19519520    0.00624984
   65.27527528    0.00545063
   65.35535536    0.00546005
   65.43543544    0.00590527
   65.51551552    0.00631298
   65.59559560    0.00741011
   65.67567568    0.00899144
   65.75575576    0.00907209
   65.83583584    0.00728541
   65.91591592    0.00568912
   65.99599600    0.00550181
   66.07607608    0.00629528
   66.15615616    0.00570153
   66.23623624    0.00479429
   66.31631632    0.00474289
   66.39639640    0.00449834
   66.47647648    0.00424306
   66.55655656    0.00455969
   66.63663664    0.00487028
   66.71671672    0.00445046
   66.79679680    0.00405468
   66.87687688    0.00364061
   66.95695696    0.00306266
   67.03703704    0.00290386
   67.11711712    0.00284060
   67.19719720    0.00259542
   67.27727728    0.00251252
   67.35735736    0.00268554
   67.43743744    0.00315004
   67.51751752    0.00372533
   67.59759760    0.00402298
   67.67767768    0.00434234
   67.75775776    0.00504986
   67.83783784    0.00462314
   67.91791792    0.00324573
   67.99799800    0.00259675
   68.07807808    0.00262112
   68.15815816    0.00291272
   68.23823824    0.00265931
   68.31831832    0.00209860
   68.39839840    0.00180024
   68.47847848    0.00177180
   68.55855856    0.00203370
   68.63863864    0.00272674
   68.71871872    0.00365821
   68.79879880    0.00466101
   68.87887888    0.00575444
   68.95895896    0.00663866
   69.03903904    0.00604184
   69.11911912    0.00483219
   69.19919920    0.00428040
   69.27927928    0.00408647
   69.35935936    0.00424725
   69.43943944    0.00438655
   69.51951952    0.00462841
   69.59959960    0.00502844
   69.67967968    0.00509904
   69.75975976    0.00603059
   69.83983984    0.00689817
   69.91991992    0.00600869
   70.00000000    0.00502729
